id	y.repeated	y.trend	time	sex
318	1.98	10.63	5	1
285	0.71	4.53	2	0
94	1.88	2.9	3	1
187	-1.17	-0.45	1	0
312	0.68	11.91	5	1
215	1.08	-8.53	3	0
269	1.39	5.48	1	0
72	1.87	-4.01	1	1
248	0.92	4.02	4	1
321	-1.07	5.12	2	0
391	0.6	2.16	4	0
347	-0.29	2.16	1	0
40	0.78	4.2	4	1
95	1.62	5.61	3	0
83	0.19	-5.28	5	0
11	1.04	8.44	5	0
182	0.39	10.03	3	1
193	2.02	-3.21	2	0
389	1.06	3.31	1	0
392	1.41	10.97	4	1
352	2.24	8.67	5	1
248	1.43	2.83	1	1
41	0.46	5.75	1	0
337	0.22	2.7	5	0
218	2.14	8.38	3	1
321	0.48	4.84	4	0
58	1.06	7.02	3	1
88	-0.04	9.66	3	1
70	0.46	1.38	1	1
65	1.23	6.57	1	0
110	2.03	7.84	3	1
302	0.07	-10.06	5	1
185	1.65	-4.29	3	0
319	1.42	3.64	1	0
286	1.72	2.92	3	1
230	1.75	9.76	5	1
245	0.92	4.73	1	0
